codigo,denominacion,grupo_generico,clase
53228113,"MODELO SISTEMA URINARIO AUTOESTABLE","53: HOSPITALIZACIÓN","22: EQUIPO"
53228115,"MODELO TORSO DESMONTABLE","53: HOSPITALIZACIÓN","22: EQUIPO"
53228117,"MODULO DENTAL RODANTE","53: HOSPITALIZACIÓN","22: EQUIPO"
53228141,"MONITOR CARDIACO PARA NEONATO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228144,"MONITOR CON MODULO DE PRESION INVASIVO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228147,"MONITOR DE ACTIVIDAD CEREBRAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53228150,"MONITOR DE ANESTESICOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53228153,"MONITOR DE APNEA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228156,"MONITOR DE CINEANGIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228159,"MONITOR DE DIOXIDO DE CARBONO (CO2)","53: HOSPITALIZACIÓN","22: EQUIPO"
53228162,"MONITOR DE ENCEFALOGRAMA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228163,"MONITOR DE ESTADO HIPNOTICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228165,"MONITOR DE GASES EN SANGRE","53: HOSPITALIZACIÓN","22: EQUIPO"
53228168,"MONITOR DE GASTOCARDIACO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228169,"MONITOR DE OXIDO DE ETILENO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228170,"MONITOR DE GRADO PARA APLICACIONES MEDICAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53228171,"MONITOR DE PRESION ARTERIAL Y FRECUENCIA CARDIACA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228172,"MONITOR DE OPTOTIPOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53228173,"MONITOR DE PRESION INTERCRANEAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53228174,"MONITOR DE PRESION VENOSA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228177,"MONITOR DE TEMPERATURA - MONITOR AUTOTERMOSTATICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228180,"MONITOR DESFIBRILADOR","53: HOSPITALIZACIÓN","22: EQUIPO"
53228188,"MONITOR FETAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53228197,"MONITOR MULTI PARAMETRO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228206,"MONITOR PARA ESCOPIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228210,"MONITOR PARA PRESION NO INVASIVA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228215,"MONITOR TELEMETRICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228219,"MONTURA PARA PRUEBA DE OPTOMETRIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228221,"MORCELADORA ELECTROMECANICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228222,"MOTOR DE SIERRA OSCILANTE","53: HOSPITALIZACIÓN","22: EQUIPO"
53228224,MUFLA,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228237,MULTIXH,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228332,"NANOMOBIL RODANTE","53: HOSPITALIZACIÓN","22: EQUIPO"
53228379,NASOFARINGOLARINGOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228403,NEFROSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228427,NEUMOTORAX,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228438,NEUROFIBROSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228450,NEURONAVEGADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228474,OFTALMODINAMOGRAFO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228522,OFTALMOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228617,OPTOMETRO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228665,ORTOPANTOMOGRAFO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228713,OSMOMETRO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228724,"OTO OFTALMOSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53228736,OTORRINOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228760,OTOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228784,"OXIGENADOR DE BURBUJA","53: HOSPITALIZACIÓN","22: EQUIPO"
53228808,OXIMETRO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228839,"OXIMETRO DE PULSOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53228870,PANENDOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53228903,"PANENDOSCOPIO GASTROINTESTINAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53228998,PANTOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229013,PAQUIMETRO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229029,PARALELIGRAFO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229045,"PARAPODIUM/BIPEDESTADOR PARA NIÑOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229060,"PLASTIFICADORA DE MODELOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229075,"PLATAFORMA DE POSTUROLOGIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229080,"PERFORADORA DE MEDIOS DE MUESTRA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229093,"PERFORADOR CRANEAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229095,"PERFORADOR ELECTRICO PARA TRAUMATOLOGIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229097,"PERFORADOR ELECTRICO QUIRURGICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229099,"PERFORADOR MANUAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229101,"PERFORADOR NEUMATICO QUIRURGICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229102,"PISTOLA DE CRIOCIRUGIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229103,"PIPETOR DILUTOR AUTOMATICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229104,"PISTOLA NEUMATICA GRADUABLE","53: HOSPITALIZACIÓN","22: EQUIPO"
53229105,"PISTOLA PARA BIOPSIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229106,"PISTOLA PARA LIGADURA DE HEMORROIDES","53: HOSPITALIZACIÓN","22: EQUIPO"
53229107,"POLIGRAFO DE FISIOLOGIA INTRACAVITARIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229108,"POLIGRAFO RESPIRATORIO AMBULATORIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229109,"POSICIONADOR CENTRALIZADOR DE LASER","53: HOSPITALIZACIÓN","22: EQUIPO"
53229110,"PRENSA DE PLASMA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229111,"PROBADOR DE GUANTES QUIRURGICOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229113,"PROBADOR DE USO MEDICO (OTROS)","53: HOSPITALIZACIÓN","22: EQUIPO"
53229114,"PROCESADOR AUTOMATICO DE PLACAS PARA RAYOS X","53: HOSPITALIZACIÓN","22: EQUIPO"
53229115,"PROCESADOR AUTOMATICO DE TEJIDOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229116,"PROCESADOR ULTRASONIDO CON ULTRASONOGRAFIA ENDOSCOPICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229117,"PROCESADOR DE EQUIPO CITOFORESIS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229118,"PROCESADOR REVELADOR DE PLACAS PARA RAYOS X","53: HOSPITALIZACIÓN","22: EQUIPO"
53229119,"PROCTOSCOPIO - RECTOSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229121,PROCTOSIGMOIDOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229123,"PROGRAMADOR DE MARCAPASOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229125,"PROYECTOR CINEANGIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229127,"PROYECTOR DE OPTOTIPOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229129,"PULMONES DE ACERO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229130,"PULVERIZADOR ELECTRICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229131,"PURIFICADOR DE AGUA (MAYOR A 1/4 UIT)","53: HOSPITALIZACIÓN","22: EQUIPO"
53229133,QUERATOMETRO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229134,QUERIOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229135,RADIOMETRO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229137,"RECEPTOR TELEMETRICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229140,"RECORTADORA DE MODELO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229143,"RECUPERADOR DE PLATA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229144,"REGISTRADOR DE HOLTER","53: HOSPITALIZACIÓN","22: EQUIPO"
53229145,"REGISTRADOR DE POTENCIAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229146,"REGISTRADOR DE PRESION INTRACRANEAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229147,"REGISTRADOR LENTE","53: HOSPITALIZACIÓN","22: EQUIPO"
53229148,RENITOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229149,RESECTOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229150,"REGLA BIOMETRICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229152,RESPIRADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229155,"RESPIRADOR COMPUTARIZADO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229158,"RESPIRADOR DE ANESTESIA PARA NEONATO PEDIATRICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229164,RESUCITADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229176,RETINOGRAFO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229182,RETINOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229185,"REVELADOR AUTOMATICO PARA PELICULA DENTAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229188,RINOLARINGOFIBROSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229212,RINOMANOMETRO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229236,RINOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229284,"ROTADOR DE PLACAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229299,"ROTADOR DE PLAQUETAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229314,"ROTADOR SEROLOGICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229331,ROTAVAPOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229335,SAUNA,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229339,"SECADOR DE LAMINAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229343,"SECADOR DE MATERIAL QUIRURGICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229347,"SECADOR DE MEMBRANAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229351,"SECADOR DE PLACAS RADIOGRAFICAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229355,"SECADORA DE GUANTES","53: HOSPITALIZACIÓN","22: EQUIPO"
53229359,"SEPARADOR DE CELULAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229363,"SEPARADOR MANUAL DE PLASMA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229367,"SIERRA ELECTRICA PARA CORTAR YESO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229373,"SIERRA OSCILANTE NEUMATICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229379,"SIERRA QUIRURGICA ELECTRICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229426,SIGMOIDOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229430,"SIMULADOR ANATOMICO EN GENERAL (MAYOR A 1/4 UIT)","53: HOSPITALIZACIÓN","22: EQUIPO"
53229434,"SIMULADOR BRAZO INYECTABLE AVANZADO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229436,"SIMULADOR BRAZO PARA ENDOVENOSAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229437,"SIMULADOR DE AUSCULTACION","53: HOSPITALIZACIÓN","22: EQUIPO"
53229438,"SIMULADOR DE CATETERIZACION","53: HOSPITALIZACIÓN","22: EQUIPO"
53229439,"SIMULADOR EXTREMIDAD PARA PRACTICA DE SUTURAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229440,"SIMULADOR PARA ADMINISTRACION DE ENEMAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229441,"SIMULADOR PARA ATENCION DE ULCERAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229442,"SIMULADOR PARA INYECCIONES INTRAMUSCULARES","53: HOSPITALIZACIÓN","22: EQUIPO"
53229443,"SIMULADOR PARA MEDICINA INTERNA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229444,"SIMULADOR PARA OSTOMIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229445,"SIMULADOR ODONTOLOGICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229446,"SIMULADOR PARA TECNICAS DE VENDAJE","53: HOSPITALIZACIÓN","22: EQUIPO"
53229450,SINOPTOFORO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229474,SIREGRAPH,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229504,"SISTEMA AUTOMATIZADO PARA CULTIVO DE MICOBACTERIAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229568,"SISTEMA BPAP","53: HOSPITALIZACIÓN","22: EQUIPO"
53229569,"SIRENA MOVIL (MAYOR A 1/4 UIT)","53: HOSPITALIZACIÓN","22: EQUIPO"
53229570,"SISTEMA CPAP NASAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229571,"SISTEMA DE ABLACION POR RADIOFRECUENCIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229572,"SISTEMA DE ARTER PULSO, TEMPERATURA Y VOLUMEN","53: HOSPITALIZACIÓN","22: EQUIPO"
53229573,"SISTEMA DE AIRE MEDICINAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229574,"SISTEMA DE COAGULACION POR RADIOFRECUENCIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229575,"SISTEMA DE IMAGENES MOLECULARES","53: HOSPITALIZACIÓN","22: EQUIPO"
53229576,"SISTEMA DE CONCENTRACION AL VACIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229577,"SISTEMA DE CONTROL DE CALIDAD EN PACIENTES","53: HOSPITALIZACIÓN","22: EQUIPO"
53229583,"SISTEMA DE DOSIMETRIA COMPUTARIZADO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229585,"SISTEMA DE DRENAJE","53: HOSPITALIZACIÓN","22: EQUIPO"
53229586,"SISTEMA DE EXTRACCION DE GASES ANESTESICOS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229587,"SISTEMA DE FIJACION EXTERNA PARA ORTOPEDIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229588,"SISTEMA DE VIDEO PARA ENDOCIRUGIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229589,"SISTEMA DE VIDEO PARA BRONCOFIBROSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229590,"SISTEMA DE VIDEO PARA MICROSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229593,"SISTEMA DE VISUALIZACION 3D PARA CIRUGIA VITREORRETINIANA ASISTIDA POR COMPUTADORA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229597,"SISTEMA ESTERIL PARA AMPOLLAS A GAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229600,"SISTEMA HERMETICO DE DRENAJE","53: HOSPITALIZACIÓN","22: EQUIPO"
53229601,"SISTEMA MONITOREO INTRAOPERATIVO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229602,"SISTEMA PARA CITOGENETICA/CARIOTIPO/FISH/MFISH/CGH/SKY","53: HOSPITALIZACIÓN","22: EQUIPO"
53229604,"SISTEMA PARA VISION ULTRAVIOLETA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229605,"SISTEMA ROBOTICO QUIRURGICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229607,"SOLDADOR DE PUNTO PARA ORTODONCIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229610,SONICADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229616,"SUCCIONADOR DE SALIVA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229618,"TALADRO ELECTRICO PORTATIL MEDICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229620,"TANQUE DE COMPRESAS CALIENTES","53: HOSPITALIZACIÓN","22: EQUIPO"
53229621,"TABLETEADORA AUTOMATICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229623,"TABLETEADORA MANUAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229624,"TANQUE DE COMPRESAS FRIAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229628,"TANQUE DE PARAFINA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229632,"TANQUE PARA NITROGENO LIQUIDO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229636,"TELELUPA BINOCULAR PARA OPERACIONES","53: HOSPITALIZACIÓN","22: EQUIPO"
53229638,TENOTOMO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229640,TERMOCICLADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229642,TERMOCRUPLE,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229643,"TERMOFORMADORA DENTAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229644,TERMOFORO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229648,"TERMO METALICO PARA MATERIAL BIOLOGICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229652,"TINA DE ACERO CON TURBINA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229656,"TOMOGRAFO AXIAL COMPUTARIZADO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229664,"TOMOGRAFO COMPUTARIZADO HELICOIDAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229688,"TOMOGRAFO COMPUTARIZADO MULTICORTE","53: HOSPITALIZACIÓN","22: EQUIPO"
53229712,"TOMOGRAFO DE COHERENCIA OPTICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229764,TONOMETRO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229766,"TOPOGRAFO CORNEAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229768,TORACOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229772,"TORNIQUETE NEUMATICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229776,TRANSFUSOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229780,TRANSILUMINADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229784,TRASEGADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229788,TREPANADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229792,TROMBOELASTOGRAFO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229796,ULTRACENTRIFUGA,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229800,ULTRAMICROCENTRIFUGA,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229801,"ULTRASONIDO PARA TERAPIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229802,"UNIDAD DE ALTA FRECUENCIA PARA POLIPECTOMIAS","53: HOSPITALIZACIÓN","22: EQUIPO"
53229803,"ULTRASONIDO DIGITAL VETERINARIO PORTATIL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229804,"UNIDAD DE CALENTAMIENTO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229805,"UNIDAD DE CONSULTA CON SILLA ELECTRICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229806,"UNIDAD DE ELECTROCIRUGIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229807,"VIDEOIMPRESORA DE ECOGRAFO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229808,"UNIDAD DE OTORRINO LARINGOLOGIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229810,"UNIDAD DE RADIOSCOPIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229812,"UNIDAD DE REFRACCION","53: HOSPITALIZACIÓN","22: EQUIPO"
53229816,"UNIDAD DE SUCCION OBSTETRICA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229820,"UNIDAD DENTAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229821,"UNIDAD DENTAL PORTATIL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229822,"UNIDAD DISTRIBUIDORA AUTOMATICA DE MEDIOS DE CULTIVO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229824,"UNIDAD PARA SUMINISTRO DE GASES, VACIO Y ELECTRICIDAD","53: HOSPITALIZACIÓN","22: EQUIPO"
53229825,URETEROPIELOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229826,VAGINOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229827,VECTOCARDIOGRAFO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229828,"VENTILADOR DE ANESTESIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229830,URETERORRENOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229832,"VENTILADOR DE ANESTESIA PARA ADULTO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229836,"VENTILADOR DE ANESTESIA PARA NEONATO PEDIATRICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229840,"VENTILADOR MECANICO DE TRANSPORTE","53: HOSPITALIZACIÓN","22: EQUIPO"
53229845,"VENTILADOR PULMONAR","53: HOSPITALIZACIÓN","22: EQUIPO"
53229855,"VENTILADOR VOLUMETRICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229866,"VENTILADOR VOLUMETRICO DE TRANSPORTE","53: HOSPITALIZACIÓN","22: EQUIPO"
53229878,"VENTOSA DE EXTRACCION VAGINAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229902,VENTRICULOGRAFO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229950,VERTIX,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229952,VIBRADOR,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229954,"VIBRADOR CRONOMETRICO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229956,"VIBRADOR PARA YESO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229959,"VIBRO MASAJEADOR","53: HOSPITALIZACIÓN","22: EQUIPO"
53229962,"VIDEO ARTROSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229968,"VIDEO BRONCOSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229971,"VIDEO COLPOSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229974,"VIDEO CONVERSOR","53: HOSPITALIZACIÓN","22: EQUIPO"
53229975,"VIDEO RINOLARINGOSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229980,"VIDEO LARINGOSCOPIO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229981,"VIDEO POLISOMNOGRAFIA","53: HOSPITALIZACIÓN","22: EQUIPO"
53229982,"VIDEO OCULOGRAFO","53: HOSPITALIZACIÓN","22: EQUIPO"
53229983,"VIDEO PROCESADOR CON FUENTE DE LUZ","53: HOSPITALIZACIÓN","22: EQUIPO"
53229986,VIDEOENDOSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229989,"VISOR INMUNODIFUSION RADIAL","53: HOSPITALIZACIÓN","22: EQUIPO"
53229990,VISUSCOPIO,"53: HOSPITALIZACIÓN","22: EQUIPO"
53229992,"YAG LASER","53: HOSPITALIZACIÓN","22: EQUIPO"
53640050,"ANDADOR DE ALUMINIO TERAPEUTICO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53640145,"ARCHIVADOR ELECTRONICO DE RADIOGRAFIAS","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53640240,"ARMARIO METALICO PARA INSTRUM. O MATERIAL ESTERILIZADO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53640335,"ASIENTO TERAPEUTICO DE RELAJACION","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53640431,"BALON DE OXIGENO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53640526,"BANCA DE MADERA PARA PARTO VERTICAL","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53640621,"BANQUITO METALICO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53640748,"BARRAS PARALELAS PARA REHABILITACION","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641002,"BIOMBO DE METAL","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641192,"BOTIQUIN DE METAL","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641287,"CABINA EXTRACTORA","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641335,"CABINA PARA BACILOSCOPIAS","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641383,"CABINA PARA HEMOCULTIVOS","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641430,"CAJA DE MELAMINA PROTECTORA DE TERMO CRIOGENICO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641478,"CAMA ARTICULADA","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641525,"CAMA CAMILLA MULTIPROPOSITO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641573,"CAMA CLINICA METALICA RODABLE","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641763,"CAMA DE METAL","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53641954,"CAMA DE METAL PLEGABLE","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642144,"CAMA DE METAL QUIRURGICA HOSPITALARIA","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642335,"CAMA DE METAL RODABLE PARA PARTO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642365,"CAMA METALICA CIRCULAR","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642382,"CAMA NEUMATICA","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642406,"CAMILLA (OTRAS)","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642430,"CAMILLA DE MADERA","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642525,"CAMILLA DE METAL","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642715,"CAMILLA METALICA PARA EXAMEN GINECOLOGICO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642906,"CARPA DE OXIGENO PEDIATRICO","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642929,"CASILLERO METALICO PARA MEDICAMENTOS","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642941,"COCHE DE INTUBACION","53: HOSPITALIZACIÓN","64: MOBILIARIO"
53642953,"COCHE DE MADERA PARA CURACIONES","53: HOSPITALIZACIÓN","64: MOBILIARIO"
